GP,GS,#,Name,Class,Position,Height,Hometown,High School,team,teamID
34,0,13,Chloe Clardy,Fr.,G,5-9,"Conway, AR",Conway,Stanford,561123
36,0,3,Nunu Agara,Fr.,F,6-2,"Minnetonka, MN",Hopkins,Stanford,561123
29,27,12,Kyla Deck,So.,G,5-9,"Frisco, TX",Lone Star HS,SFA,561125
26,25,1,Zoe Nelson,Jr.,G,6-1,"Pflugerville, TX",Hendrickson HS,SFA,561125
33,1,3,Avery Vansickle,So.,G,5-10,"Denver, CO",,SFA,561125
34,34,4,Destini Lombard,Sr.,G,5-9,"New Iberia, LA",,SFA,561125
34,33,2,Tyler McCliment-Call,Sr.,G,6-0,"Spokane, WA",University HS,SFA,561125
17,0,13,Ituau Tuisaula,Jr.,F,6-1,"Soldotna, AK",,SFA,561125
9,0,15,Mimi Gatewood,So.,G,5-6,"Desoto, TX",,SFA,561125
34,33,24,Kurstyn Harden,Sr.,C,6-3,"Lufkin, TX",,SFA,561125
5,0,10,Trinity Slocum,So.,G,5-9,"Meridian, ID",,SFA,561125
31,1,33,Trinity Moore,Jr.,F,6-0,"Oklahoma City, OK",Jones HS,SFA,561125
18,9,35,Mele Finau,Sr.,F,5-11,"Dublin, CA",Dublin HS,SFA,561125
33,7,11,Lydia Cooke-Wiggins,Fr.,G,5-7,"Dallas, TX",John Paul II HS,SFA,561125
15,0,14,Jasmyne Boles,Jr.,F,6-1,"Nampa, ID",Vallivue,SFA,561125
11,0,42,Atalia Ballesteros,Fr.,G,5-11,"Madrid, Spain",Club Baloncesto Alcobendas,SFA,561125
31,11,12,Promise Keshi,So.,G,5-9,"Rubano, Italy",Liceo Scientifico Manfredi Azzarita,Stetson,561128
31,23,1,Jordan Peete,Sr.,G,5-6,"St. Louis, MO",Ladue Horton Watkins,Stetson,561128
32,19,11,Skylar Treadwell,Sr.,F,6-1,"Martinsburg, WV",St. James School,Stetson,561128
0,0,25,Dejaan Schuler,Sr.,G,5-8,"Waikato, New Zealand",Te Aroha College,Stetson,561128
32,26,33,Jaelyn Talley,So.,F,5-10,"Fairfax, VA",St. Paul VI,Stetson,561128
32,19,23,Khamya McNeal,Jr.,G,5-8,"Milwaukee, WI",Rufus King HS,Stetson,561128
0,0,0,Haley Stinebrickner,Jr.,G,5-7,"London, Canada",Southwest Academy,Stetson,561128
25,1,25,Quentarra Mitchell,Sr.,F,5-9,"Nashville, TN",East Nashville,Stetson,561128
2,2,5,Kiya Turner,Sr.,G,5-6,"St. Augustine, FL",Nease HS,Stetson,561128
5,4,30,Tyra Myers,So.,G,5-7,"Columbia, SC",Hammond School,Stetson,561128
32,32,4,Jamiya Turner,Sr.,G,5-9,"Orlando, FL",Jones HS,Stetson,561128
31,7,20,Diawna Carter-Hartley,Fr.,F,6-1,"Cincinnati, OH",Princeton High School,Stetson,561128
13,1,3,Sophia Fontaine,Fr.,F,6-2,"Chelsea, MA",Putnam Science,Stetson,561128
25,15,13,Anna Kunzwiler,Fr.,G,5-9,"Leesburg, VA",Paul VI Catholic HS,Stetson,561128
21,0,10,Jorah Eppley,Fr.,G,5-9,"Va Beach, VA",Catholic High School,Stetson,561128
0,0,2,Senali Moss,Fr.,G,5-7,"Charlotte, NC",South Mecklenburg,Stetson,561128
17,0,30,Khalis Whiting,So.,G,5-6,"Huntingdon Valley, PA",Abington,Stony Brook,561130
0,0,20,Ny Toang,Sr.,F,6-0,"Des Moines, IA",Dowling Catholic,Stony Brook,561130
25,0,23,Lauren Filien,So.,F,6-1,"Cohoes, NY",Columbia,Stony Brook,561130
32,32,22,Sherese Pittman,Jr.,F,6-2,"Richmond, VA",The Steward School,Stony Brook,561130
24,0,12,Delaney Yarborough,So.,F,6-3,"Ellicott City, MD",McDonogh School,Stony Brook,561130
32,1,15,Shamarla King,Sr.,G,6-0,"Hartford, CT",The Watkinson School,Stony Brook,561130
33,33,21,Kelis Corley,Sr.,G,5-10,"Capitol Heights, MD",St. John's College,Stony Brook,561130
0,0,33,Elizabeth Field,Jr.,F,6-3,"Manchester, NH",Tilton School,Stony Brook,561130
12,0,24,Hannah Simmons,Fr.,F,5-9,"Brandywine, MD",Chesapeake Math & IT,Stony Brook,561130
33,0,4,Victoria Keenan,Sr.,G,5-7,"Bethlehem, PA",Northampton,Stony Brook,561130
1,0,5,Breauna Ware,So.,G,5-8,"New York, NY",Mary Louis Academy,Stony Brook,561130
33,33,25,Khari Clark,Sr.,C,6-2,"Denver, CO",Thomas Jefferson,Stony Brook,561130
33,33,0,Gigi Gonzalez,Sr.,G,5-7,"Miramar, FL",Nova,Stony Brook,561130
6,0,1,Dallysshya Moreno,Fr.,F,6-0,"Baldwin, NY",Baldwin,Stony Brook,561130
33,33,2,Zaida Gonzalez,Jr.,G,5-9,"West Palm Bch, FL",Palm Beach Lakes Community,Stony Brook,561130
33,0,3,Janay Brantley,Fr.,G,6-0,"Catskill, NY",Catskill,Stony Brook,561130
12,0,11,Lexi McNabb,So.,G,5-7,"Chandler, AZ",Lincoln Prep HS,Syracuse,561132
29,29,5,Georgia Woolley,Jr.,G,6-0,"Brisbane, Australia",St. Paul's School,Syracuse,561132
32,24,22,Kyra Wood,Jr.,F,6-3,"Buffalo, NY",City Honors School,Syracuse,561132
29,2,1,Kennedi Perkins,So.,G,5-6,"Bolingbrook, IL",Bolingbrook,Syracuse,561132
0,0,12,Cheyenne McEvans,Sr.,G,5-9,"Southfield, MI",Southfield A&T,Syracuse,561132
30,6,21,Saniaa Wilson,Jr.,F,6-0,"Rochester, NY",Bishop Kearney,Syracuse,561132
32,30,2,Dyaisha Fair,Sr.,G,5-5,"Rochester, NY",Edison Tech,Syracuse,561132
31,31,25,Alaina Rice,Sr.,G,5-8,"Rockledge, FL",IMG Academy,Syracuse,561132
32,26,23,Alyssa Latham,Fr.,F,6-2,"Chicago, IL",Homewood-Flossmoor HS,Syracuse,561132
17,8,34,Izabel Varejão,Sr.,C,6-4,"Vitoria de Santo Antao, Brazil",Neuse Christian Academy,Syracuse,561132
6,0,15,Marilena Trianafylli,Fr.,C,6-5,"Athens, Greece",2nd EPAL of Agia Paraskevi,Syracuse,561132
0,0,24,Dominique Camp,Sr.,G,5-8,"Dayton, OH",Lakota West,Syracuse,561132
30,4,4,Sophie Burrows,Fr.,G,6-2,"Lower Plenty, Australia",Viewbank College,Syracuse,561132
0,0,0,Madeline Potts,Fr.,G,6-0,"Victoria, Australia",Templestowe College,Syracuse,561132
31,14,22,Tarriyonna Gary,Sr.,G,5-10,"Brooksville, FL",Carrollwood Day School,Temple,561135
32,23,14,Ines Piper,Jr.,F,6-0,"Paris, France",Lycee Lumiere,Temple,561135
32,32,2,Aleah Nelson,Sr.,G,5-6,"Baltimore, MD",McDonogh High School,Temple,561135
30,28,55,Tiarra East,Jr.,G,5-10,"Louisville, KY",Butler Traditional,Temple,561135
9,0,3,Makayla Waleed,Jr.,G,5-8,"Upper Marlboro, MD",Emerge Academy,Temple,561135
32,32,21,Rayne Tucker,Sr.,F,6-1,"New Carrollton, MD",Riverdale Baptist High School,Temple,561135
27,0,8,Jaleesa Molina,Fr.,F,6-2,"The Hague, Netherlands",Landslake,Temple,561135
31,28,12,Demi Washington,Sr.,G,5-10,"Wake Forest, NC",New Hope (Md.),Temple,561135
29,2,25,Denise Solis,Sr.,F,6-1,"Windsor, CT",Windsor,Temple,561135
26,1,1,Kendall Currence,Sr.,G,5-7,"Bourne, MA",Falmouth Academy,Temple,561135
32,0,11,Tristen Taylor,Fr.,G,5-5,"Duncanville, TX",Duncanville High School,Temple,561135
6,0,15,Channing Williams,Fr.,G,5-7,"Bowie, MD",Shabach Christian Academy,Temple,561135
0,0,34,Sheyenne Swain-Price,Fr.,C,6-0,"Stoughton, MA",Dexter Southfield School,Temple,561135
0,0,13,Alexandra Wilkinson,Jr.,C,6-2,"Woodbury, NJ",Woodbury Junior Senior High School,Temple,561135
0,0,30,Drew Alexander,Fr.,G,5-11,"Greensboro, NC",Shabach Christian Academy,Temple,561135
30,4,21,Zyion Shannon,So.,G,5-8,"Smyrna, TN",Stewarts Creek,Tennessee St.,561137
12,0,12,Corina Suarez-Tudela,Sr.,G,5-8,"Santa Cruz de Tenerife, Spain",,Tennessee St.,561137
20,17,24,Lyric Cole,Jr.,F,6-0,"Memphis, TN",White Station High School,Tennessee St.,561137
18,17,10,Saniah Parker,Jr.,G,5-9,"Huntsville, AL",,Tennessee St.,561137
22,0,11,Kennedy Davis,Sr.,G,6-0,"White Plains, MD",,Tennessee St.,561137
22,0,1,Nia Hicks,Jr.,G,5-6,"Suwanee, GA",Peachtree Ridge,Tennessee St.,561137
29,28,3,Eboni Williams,Sr.,F,6-0,"Hoover, AL",,Tennessee St.,561137
30,16,4,Diamond Cannon,Sr.,F,5-10,"Detroit, MI",King H.S.,Tennessee St.,561137
28,27,20,Sanaa' St. Andre,Sr.,G,5-8,"Columbia, MO",Rock Bridge,Tennessee St.,561137
30,6,23,Jordan Aikens,Sr.,F,6-1,"Chicago, IL",Wabash Valley CC,Tennessee St.,561137
20,5,0,Aaniya Webb,So.,G,5-11,"Omaha, NE",Omaha Central,Tennessee St.,561137
29,27,2,Caitlin Anderson,Sr.,G,5-6,"Jefferson City, MO",,Tennessee St.,561137
3,0,14,Kameria Piggee,Jr.,F,6-1,"Pasadena, CA",,Tennessee St.,561137
20,3,5,Shequana Jackson,Sr.,C,6-5,"Brooklyn, NY",,Tennessee St.,561137
21,2,2,Jennifer Sullivan,So.,G,5-8,"Knoxville, TN",Bearden,Tennessee Tech,561138
31,1,42,Kiera Hill,Sr.,F,5-11,"Trenton, TN",Trenton HS,Tennessee Tech,561138
28,11,1,Cayla Cowart,So.,G,5-9,"Gainesville, GA",West Forsyth,Tennessee Tech,561138
31,26,33,Reghan Grimes,So.,G,5-10,"Nashville, TN",Ravenwood,Tennessee Tech,561138
27,6,14,Harley Paynter,Jr.,G,5-8,"Grayson, KY",Boyd Co. HS,Tennessee Tech,561138
31,29,10,Reagan Hurst,Jr.,G,5-10,"Baxter, TN",Upperman HS,Tennessee Tech,561138
30,13,22,Peyton Carter,Sr.,G,5-8,"Abingdon, VA",Abingdon HS,Tennessee Tech,561138
31,30,4,Anna Walker,Sr.,F,6-1,"Cleveland, TN",Bradley Central HS,Tennessee Tech,561138
16,0,3,Madison Kellione,Sr.,G,5-4,"Cynthiana, KY",,Tennessee Tech,561138
0,0,32,Megan Aulbert,Fr.,F,6-2,"Lake Saint Louis, MO",Lutheran HS,Tennessee Tech,561138
31,6,5,Yaubryon Chambers,Sr.,F,6-1,"Murfreesboro, TN",Providence Christian,Tennessee Tech,561138
31,31,11,Maaliya Owens,Sr.,G,5-9,"Georgetown, KY",Scott Co. HS,Tennessee Tech,561138
21,0,3,Takia Davis,Jr.,F,6-2,"Calhoun, GA",Calhoun County High School,Chattanooga,561140
33,33,5,Sigrun Olafsdottir,Jr.,G,5-9,"Hafnarfjrur, Iceland",Flensborg High School,Chattanooga,561140
33,33,33,Karsen Murphy,Jr.,F,6-0,"Glendive, MT",Dawson County High School,Chattanooga,561140
33,33,21,Addie Porter,Jr.,G,5-4,"Lebanon, TN",Lebanon High School,Chattanooga,561140
32,30,32,Raven Thompson,So.,F,5-10,"Atlanta, GA",Langston Hughes High School,Chattanooga,561140
10,0,15,Frode Flos van der Schans,So.,C,6-4,"Amsterdam, Netherlands",Orange Lions Academy,Chattanooga,561140
5,0,10,Lamiah Walker,Jr.,G,5-9,"Chattanooga, TN",Signal Mountain High School,Chattanooga,561140
31,0,25,Kailyn Farrell,Jr.,F,6-1,"Tullahoma, TN",Tullahoma High School,Chattanooga,561140
33,0,2,Hannah Kohn,Fr.,G,5-9,"Oviedo, FL",Hagerty High School,Chattanooga,561140
33,33,24,Jada Guinn,Sr.,G,5-8,"Oak Ridge, TN",Oak Ridge High School,Chattanooga,561140
33,3,11,Caia Elisaldez,Fr.,G,5-5,"Whittier, CA",Mater Dei High School,Chattanooga,561140
0,0,1,Eleecia Carter,Fr.,G,5-7,"Winter Garden, FL",Lake Highlands Preparatory Academy,Chattanooga,561140
13,0,12,Edie Darby,So.,G,5-7,"Greenfield, TN",Greenfield,Tennessee,561142
33,8,21,Tess Darby,Sr.,G,6-1,"Greenfield, TN",Greenfield,Tennessee,561142
33,33,1,Sara Puckett,Jr.,F,6-2,"Muscle Shoals, AL",Muscle Shoals,Tennessee,561142
33,0,5,Kaiya Wynn,Jr.,G,6-0,"Nashville, TN","Foster (Richmond, Texas)",Tennessee,561142
33,11,11,Karoline Striplin,Jr.,F,6-3,"Hartford, AL",Geneva County,Tennessee,561142
31,8,53,Jillian Hollingshead,Jr.,F,6-5,"Gainesville, GA",McEachern,Tennessee,561142
25,24,2,Rickea Jackson,Sr.,F,6-2,"Detroit, MI",Detroit Edison Public School Academy,Tennessee,561142
32,14,20,Tamari Key,Sr.,C,6-6,"Cary, NC",Cary,Tennessee,561142
20,0,13,Avery Strickland,So.,G,5-10,"Knoxville, TN",Farragut,Tennessee,561142
33,33,0,Jewel Spear,Sr.,G,5-10,"The Colony, TX",The Colony,Tennessee,561142
32,30,15,Jasmine Powell,Sr.,G,5-6,"Detroit, MI",Detroit Country Day School,Tennessee,561142
0,0,55,Talaysia Cooper,So.,G,6-0,"Turbeville, SC",East Clarendon,Tennessee,561142
10,4,10,Destinee Wells,Sr.,G,5-6,"Lakeland, TN",Houston HS,Tennessee,561142
31,31,12,Lexi Rubel,So.,F,6-1,"Cape Girardeau, MO",Notre Dame HS,UT Martin,561144
32,27,33,Josie Storey,So.,G,5-10,"Mountain View, AR",Mountain View HS,UT Martin,561144
0,0,3,Ally Collett,Jr.,G,5-7,"London, KY",South Laurel,UT Martin,561144
0,0,0,Sydneey Boykin,Sr.,G,5-9,"Clarksville, TN",Clarksville Academy,UT Martin,561144
32,32,4,Anaya Brown,So.,F,6-1,"Lexington, KY",Lafayette HS,UT Martin,561144
32,32,44,Kenley McCarn,Fr.,G,5-11,"Melbourne, AR",Melbourne HS,UT Martin,561144
4,4,11,Shae Littleford,Jr.,G,5-7,"Charleston, IL",Charleston HS,UT Martin,561144
26,1,20,Tori Rubel,Fr.,F,6-1,"Cape Girardeau, MO",Notre Dame,UT Martin,561144
8,0,10,Amari Bonds,Fr.,G,5-9,"Union City, TN",Union City,UT Martin,561144
8,5,15,Morgan Borgstadt,Fr.,G,6-0,"Claremore, OK",Verdigris,UT Martin,561144
17,1,23,Kendal George,Fr.,G,5-9,"Centerville, OH",Centerville,UT Martin,561144
20,1,5,Mah Minthe,Jr.,F,5-10,"Paris, France",,UT Martin,561144
16,1,32,Sophie Singleton,Fr.,F,5-10,"Huntingdon, TN",Huntingdon,UT Martin,561144
28,20,25,Norah Clark,Fr.,F,6-1,"Springfield, MO",Nixa,UT Martin,561144
32,10,2,Love Mays,Fr.,G,5-8,"Harrodsburg, KY",Danville,UT Martin,561144
0,0,24,Kiya Dorroh,Jr.,G,6-1,"Tucson, AZ",AZ Compass Prep School,UT Martin,561144
31,1,0,Sydney Bowles,So.,G,6-0,"Lithonia, GA",,Texas A&M,561146
30,3,3,Tineya Hylton,Jr.,G,5-7,"Ontario, CA",,Texas A&M,561146
30,27,2,Janiah Barker,So.,F,6-4,"Marietta, GA",,Texas A&M,561146
31,9,4,Kay Kay Green,Sr.,G,5-6,"Chicago, IL",,Texas A&M,561146
0,0,13,Jada Malone,Jr.,F,6-3,"Spring, TX",,Texas A&M,561146
29,1,14,Maliyah Johnson,Sr.,F,6-2,"Chicago, IL",,Texas A&M,561146
32,32,24,Sahara Jones,Sr.,G,6-0,"San Antonio, TX",,Texas A&M,561146
32,32,5,Aicha Coulibaly,Sr.,G,6-0,"Bamako, Mali",IMG Academy (FL),Texas A&M,561146
26,24,1,Endyia Rogers,Sr.,G,5-7,"Dallas, TX",Bishop Lynch HS,Texas A&M,561146
28,1,15,Solè Williams,Fr.,G,5-9,"Cincinnati, OH",Princeton High School,Texas A&M,561146
0,0,23,Kyndall Hunter,So.,G,5-7,"Houston, TX",Cypress Creek,Texas A&M,561146
13,0,11,Vanessa Saidu,Fr.,F,6-2,"Minneapolis, MN",Robbinsdale Copper,Texas A&M,561146
9,0,22,Kylie Marshall,Fr.,G,5-11,"Mansfield, TX",Lake Ridge,Texas A&M,561146
31,30,32,Lauren Ware,Sr.,F,6-5,"Bismarck, ND",Century High School,Texas A&M,561146
0,0,10,Erica Moon,Fr.,G,5-6,"Atlanta, GA",St. Francis,Texas A&M,561146
7,0,12,Bre'Yon White,Jr.,F,5-11,"Pearland, TX",Shadow Creek,TCU,561148
18,3,24,DaiJa Turner,So.,F,6-3,"Fayetteville, NC",Village Christian Academy,TCU,561148
0,0,11,Knisha Godfrey,Jr.,G,5-9,"Columbus, OH",Tampa Bay Technical HS,TCU,561148
0,0,15,Paige Bradley,Jr.,G,5-10,"Dallas, TX",Bishop Lynch HS,TCU,561148
33,18,23,Aaliyah Roberson,So.,F,6-2,"San Antonio, TX",Clark HS,TCU,561148
13,0,14,Jade Clack,Fr.,F,6-1,"Buda, TX",Austin HS,TCU,561148
23,6,55,Victoria Flores,Fr.,G,5-7,"Dallas, TX",Duncanville HS,TCU,561148
27,27,3,Madison Conner,Jr.,G,5-11,"Chandler, AZ",Compass Prep,TCU,561148
33,32,5,Una Jovanovic,Jr.,G,5-9,"Santa Clara, CA",Pinewood HS,TCU,561148
6,0,4,Sarah Sylvester,So.,F,6-3,"Livonia, MI",Marian HS,TCU,561148
4,0,20,Ella Hamlin,Fr.,G,5-9,"Granbury, TX",Granbury HS,TCU,561148
4,0,22,Mekhayia Moore,So.,G,5-7,"Brownsboro, TX",Brownsboro HS,TCU,561148
4,0,10,Piper Davis,Fr.,G,5-8,"Boise, ID",Timberline HS,TCU,561148
30,8,2,Tara Manumaleuga,Sr.,G,5-10,"Queensland, Australia",Hillcrest Christian College,TCU,561148
17,17,1,Jaden Owens,Sr.,G,5-7,"Plano, TX",Plano West HS,TCU,561148
16,0,25,Sydney Harris,So.,F,6-1,"Edwardsville, IL",Edwardsville HS,TCU,561148
33,33,21,Agnes Emma-Nnopu,Sr.,G,5-11,"Ocean Grove, Australia",Lake Ginninderra College,TCU,561148
21,21,13,Sedona Prince,Sr.,C,6-7,"Liberty Hill, TX",Liberty Hill HS,TCU,561148
14,6,24,Anela Thomas,So.,G,5-8,"Oakland, CA",Saint Mary's,Texas Southern,561149
28,17,3,Taniya Lawson,So.,G,5-8,"Capitol Heights, MD",Archbishop Carroll,Texas Southern,561149
29,22,5,Jaida Belton,So.,F,6-4,"Baltimore, MD",New Hope Academy,Texas Southern,561149
21,14,15,Alisa Knight,Jr.,G,5-11,"Cedar Park, TX",Cedar Park,Texas Southern,561149
13,0,22,Kamaya Middleton,---,,-,"San Bernardino, CA",,Texas Southern,561149
26,7,11,Imani Morris,Fr.,F,6-3,"Cedar Hill, TX",Duncanville,Texas Southern,561149
19,14,1,Tatyanna Clayburne,So.,G,5-8,"Gilbert, AZ",Williams Field HS,Texas Southern,561149
27,18,2,Daeja Holmes,Jr.,G,5-9,"Fresno, CA",Herbert Hoover HS,Texas Southern,561149
29,12,12,Gretta Galban,Fr.,G,5-9,"Galicia, Spain",Concello De Vigo,Texas Southern,561149
29,5,10,Maci Quiller,Fr.,G,5-11,"Pflugerville, TX",Hendrickson,Texas Southern,561149
10,0,23,Ashara Spruill,Fr.,G,5-9,"Asheboro, NC",Uwharrie Charter Academy,Texas Southern,561149
19,12,20,Jordyn Turner,Jr.,F,6-2,"Oklahoma City, OK",Casady HS,Texas Southern,561149
29,9,4,Nya Harmon,Jr.,G,5-7,"Dallas, TX",Bowie HS,Texas Southern,561149
29,9,21,Shomari Phillips,Jr.,G,5-11,"Winter Haven, FL",Winter Haven HS,Texas Southern,561149
27,2,42,Jazmaine Lewis,Sr.,F,6-4,"Kansas City, MO",Center,Texas Tech,561151
33,23,25,Ashley Chevalier,Sr.,G,5-7,"Chatsworth, CA",Sierra Canyon,Texas Tech,561151
33,33,20,Bailey Maupin,So.,G,5-10,"Gruver, TX",Gruver,Texas Tech,561151
33,31,3,Jasmine Shavers,So.,G,5-9,"Mesquite, TX",Dr. John Horn,Texas Tech,561151
27,25,2,Kilah Freelon,So.,F,6-1,"Denver, CO",Mullen,Texas Tech,561151
0,0,4,JoJo Nworie,Jr.,C,6-5,"Lagos, Nigeria",,Texas Tech,561151
31,6,5,Rhyle McKinney,Jr.,G,5-9,"Argyle, TX",Argyle,Texas Tech,561151
27,1,11,Saga Ukkonen,Jr.,G,5-9,"Helsinki, Finland",,Texas Tech,561151
0,0,1,Jazion Jackson,Sr.,G,5-9,"Dallas, TX",,Texas Tech,561151
28,21,12,Jordyn Merritt,Sr.,F,6-3,"Plano, TX",Plano,Texas Tech,561151
33,9,23,Loghan Johnson,Fr.,G,5-10,"Houston, TX",,Texas Tech,561151
15,0,30,Kelly Mora,Fr.,F,6-1,"Lubbock, TX",,Texas Tech,561151
26,5,13,Elina Arike,Sr.,F,6-2,"Helsinki, Finland",Mäkelänrinne Upper Secondary School,Texas Tech,561151
28,9,24,Jada Wynn,So.,G,6-1,"Yorba Linda, CA",Troy H.S.,Texas Tech,561151
0,0,10,Achol Magot,Fr.,F,6-7,"Tucson, AZ",,Texas Tech,561151
33,33,5,Nya Threatt,So.,G,5-6,"Houston, TX",Dulles HS,UT Arlington,561153
15,0,21,Alexsyah Goudeau,So.,G,5-10,"Tahlequah, OK",Tahlequah HS,UT Arlington,561153
1,0,11,Cassidee Kinslow,Jr.,F,6-0,"Huntington Beach, CA",Huntington Beach HS,UT Arlington,561153
33,31,31,Adela Valkova,Jr.,F,6-3,"Brno, Czechia",,UT Arlington,561153
3,0,32,Jamaya Perry,Fr.,F,6-1,"Stockton, CA",Saint Mary's HS,UT Arlington,561153
28,0,24,Miraya Perkins,Fr.,F,5-11,"Dallas, TX",Boswell HS,UT Arlington,561153
24,3,3,Masengo Mutanda,Sr.,G,5-7,"Minneapolis, MN",Armstrong HS,UT Arlington,561153
33,33,13,Gia Adams,Jr.,G,5-6,"Houston, TX",Jersey Village HS,UT Arlington,561153
33,33,12,Avery Brittingham,Sr.,F,6-1,"Fort Worth, TX",Crowley HS,UT Arlington,561153
30,0,0,Kali Haizlip,So.,G,5-9,"Puyallup, WA",Emerald Ridge HS,UT Arlington,561153
33,2,2,Keiori Lee,Sr.,G,5-9,"Flint, MI",Avondale HS,UT Arlington,561153
0,0,35,DJ McFarlane,Sr.,C,6-3,"Beltsville, MD",New Hope Academy,UT Arlington,561153
33,30,23,Taliyah Clark,Jr.,G,5-11,"Lynnwood, WA",Bishop Blanchet HS,UT Arlington,561153
1,0,14,Aubrey Reid,Fr.,G,5-11,"Austin, TX",Austin HS,UT Arlington,561153
32,0,22,Hannah Humphrey,Jr.,G,5-8,"Kendleton, TX",Lamar Consolidated HS,UT Arlington,561153
15,0,13,Jordana Codio,So.,G,6-1,"Winter Garden, FL",Montverde Academy,Texas,561155
38,20,14,Amina Muhammad,So.,F,6-4,"Desoto, TX",Desoto,Texas,561155
2,0,25,Sarah Graves,So.,G,5-9,"Keller, TX",Keller,Texas,561155
29,7,20,Khadija Faye,So.,C,6-4,"Dakar, Senegal",Father Lopez Catholic,Texas,561155
35,0,32,Ndjakalenga Mwenentanda,So.,G,6-2,"Sioux Falls, SD",Washington,Texas,561155
38,26,10,Shay Holle,Sr.,G,6-0,"Austin, TX",Westlake,Texas,561155
12,12,3,Rori Harmon,Jr.,G,5-6,"Houston, TX",Cypress Creek,Texas,561155
25,4,5,DeYona Gaston,Sr.,F,6-2,"Pearland, TX",Pearland,Texas,561155
33,19,23,Aaliyah Moore,Jr.,F,6-1,"Moore, OK",Moore,Texas,561155
38,38,2,Shaylee Gonzales,Sr.,G,5-9,"Gilbert, AZ",Mesquite,Texas,561155
27,0,21,Gisella Maul,Fr.,G,5-11,"Cedar Park, TX",Cedar Park,Texas,561155
33,27,44,Taylor Jones,Sr.,F,6-4,"Forney, TX",Dallas Christian School,Texas,561155
37,37,35,Madison Booker,Fr.,F,6-1,"Ridgeland, MS",Germantown,Texas,561155
0,0,50,Abbie Boutilier,Fr.,C,6-9,"Flower Mound, TX",Flower Mound,Texas,561155
11,0,8,Tionna Herron,So.,C,6-4,"Desoto, TX",DeSoto High School,Texas,561155
7,0,10,Zhane Thompson,So.,G,5-8,"Burnsville, MN",Burnsville HS,UTEP,561157
16,0,4,Veonce Powell,So.,G,5-7,"Miami, FL",Everglades HS,UTEP,561157
28,28,2,Erin Wilson,Sr.,G,5-10,"Auburndale, FL",Auburndale HS,UTEP,561157
31,24,0,Mahri Petree,Sr.,G,5-11,"Detroit, MI",Arbor Prep HS,UTEP,561157
15,15,24,Adhel Tac,Jr.,F,6-0,"Garland, TX",Sachse HS,UTEP,561157
30,30,35,Jane Asinde,Sr.,F,6-1,"Kampala, Uganda",,UTEP,561157
29,17,3,Ivane Tensaie,Jr.,G,5-7,"Roseville, MN",Concordia Academy,UTEP,561157
29,17,5,Delma Zita,Jr.,G,5-8,"Maputo, Mozambique",Escola Secundária Gwaza Muthini,UTEP,561157
31,11,11,Aaliyah Stanton,Fr.,G,5-5,"Hemet, CA",Rancho Christian HS,UTEP,561157
20,2,13,Dunja Zecevic,Fr.,F,6-1,"Belgrade, Serbia",Sportska Gimnazija,UTEP,561157
0,0,20,Thelma Barbitch,Fr.,G,5-10,"Perols, France","Centre National d'Education a Distance, France",UTEP,561157
31,10,23,Luisa Vydrova,Fr.,F,6-1,"Prague, Czechia",Gymnázium Nad Štolou,UTEP,561157
24,0,12,Aspen Salazar,Fr.,G,5-9,"Las Cruces, NM",Centennial HS,UTEP,561157
22,1,22,Mariama Sow,Jr.,F,6-3,"Thiès, Senegal",Capital Christian Academy,UTEP,561157
0,0,1,D'Arrah Allen,Jr.,G,5-8,"Los Angeles, CA",Leuzinger HS,UTEP,561157
33,33,22,Kyra White,Sr.,G,5-10,"Converse, TX",Converse Judson HS,UTSA,561159
20,3,2,Alexis Parker,So.,G,5-9,"San Antonio, TX",Brandeis HS,UTSA,561159
17,1,30,Nissa Sam-Grant,Sr.,C,6-4,"Marietta, GA",Wheeler HS,UTSA,561159
25,0,4,Siena Guttadauro,So.,G,5-6,"San Jose, CA",Archbishop Mitty HS,UTSA,561159
33,32,11,Sidney Love,So.,G,5-8,"Cibolo, TX",Steele HS,UTSA,561159
26,10,20,Maya Linton,So.,F,6-0,"Duncanville, TX",Duncanville HS,UTSA,561159
24,0,5,Madison Cockrell,So.,G,5-4,"Dallas, TX",Bishop Lynch HS,UTSA,561159
12,2,32,Jordyn Jenkins,Sr.,F,6-2,"Kent, WA",Kentridge HS,UTSA,561159
14,1,23,Kyleigh McGuire,Sr.,F,5-10,"Houston, TX",Atascocita HS,UTSA,561159
32,30,0,Elyssa Coleman,Jr.,F,6-3,"Houston, TX",Atascocita HS,UTSA,561159
31,11,1,Hailey Atwood,Sr.,G,5-2,"Austin, TX",Bowie HS,UTSA,561159
33,22,25,Idara Udo,Fr.,F,6-1,"Plano, TX",Plano East HS,UTSA,561159
0,0,13,Sarai Estupiñan,Jr.,G,5-5,"Cedar Park, TX",Cedar Park,UTSA,561159
13,0,3,Emma Lucio,Fr.,G,5-9,"Edinburg, TX",Robert Vela HS,UTSA,561159
30,0,21,Cheyenne Rowe,Fr.,F,6-2,"Ajax, Canada",Bill Brothers Secondary School,UTSA,561159
32,20,12,Aysia Proctor,Fr.,G,5-8,"Schertz, TX",Samuel Clemens HS,UTSA,561159
33,5,34,Jessica Cook,Jr.,F,6-2,"Clay, NY",Cicero-North Syracuse,Toledo,561161
34,26,1,Nan Garcia,Sr.,G,6-0,"Jeffersonville, IN",Jeffersonville,Toledo,561161
